amount_inr,payment_method,bank,failure_reason,day_of_month,customer_past_failures,customer_tenure_days,is_salary_window,high_value_txn,repeat_failer,actual_recovered,recovery_score,recommended_action,expected_value_inr,reasoning,retry_date,customer_message
23.07,Credit Card,Yes Bank,bank_timeout,5,2,716,1,0,0,1,0.7520785,RETRY_NOW,15.35,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
108.56,Credit Card,IDFC,bank_timeout,7,2,4,0,0,0,0,0.7519514,RETRY_NOW,79.63,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
831.39,Netbanking,PNB,bank_timeout,2,2,453,1,0,0,1,0.7512889,RETRY_NOW,622.61,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
176.66,Netbanking,Yes Bank,otp_failure,6,2,402,0,0,0,1,0.7511872,RETRY_NOW,130.7,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1263.39,Debit Card,Axis,bank_timeout,17,2,262,0,0,0,0,0.7510862,RETRY_NOW,946.91,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
3258.24,Wallet,Kotak,network_error,19,3,887,0,0,1,1,0.7510548,RETRY_NOW,2445.12,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
233.7,Credit Card,Kotak,bank_timeout,8,2,630,0,0,0,1,0.7506962,RETRY_NOW,173.44,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
537.54,Netbanking,HDFC,bank_timeout,7,2,488,0,0,0,1,0.75060606,RETRY_NOW,401.48,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1959.33,Wallet,SBI,bank_timeout,14,3,884,0,0,1,1,0.7505781,RETRY_NOW,1468.63,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
164.59,Wallet,Axis,network_error,22,1,248,0,0,0,1,0.7502344,RETRY_NOW,121.48,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
508.18,Wallet,SBI,network_error,21,1,122,0,0,0,1,0.7497673,RETRY_NOW,379.02,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
5089.88,UPI,Kotak,network_error,19,0,762,0,0,0,1,0.7495504,RETRY_NOW,3813.12,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
288.61,Netbanking,Kotak,insufficient_funds,5,1,201,1,0,0,1,0.7491525,RETRY_SCHEDULED,214.21,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1083.53,Wallet,HDFC,bank_timeout,26,0,895,0,0,0,1,0.7485114,RETRY_NOW,809.03,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
940.71,Credit Card,PNB,insufficient_funds,4,0,2,1,0,0,1,0.7484787,RETRY_SCHEDULED,702.1,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
248.89,Netbanking,Kotak,insufficient_funds,2,2,225,1,0,0,1,0.74837613,RETRY_SCHEDULED,184.26,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
645.23,Netbanking,Axis,insufficient_funds,29,2,506,1,0,0,1,0.74766964,RETRY_SCHEDULED,480.42,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1375.61,UPI,Yes Bank,bank_timeout,2,2,454,1,0,0,1,0.747206,RETRY_NOW,1025.86,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
270.08,Credit Card,IDFC,insufficient_funds,29,0,636,1,0,0,1,0.746231,RETRY_SCHEDULED,199.54,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
786.79,Debit Card,Kotak,bank_timeout,20,3,804,0,0,1,0,0.74602807,RETRY_NOW,584.97,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
812.62,UPI,Axis,network_error,28,3,631,1,0,1,1,0.7459452,RETRY_NOW,604.17,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
365.28,Credit Card,HDFC,network_error,5,1,670,1,0,0,1,0.7443519,RETRY_NOW,269.9,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
913.75,UPI,Axis,insufficient_funds,28,0,605,1,0,0,1,0.7440339,RETRY_SCHEDULED,677.86,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
234.71,Netbanking,ICICI,bank_timeout,1,0,658,1,0,0,1,0.7432392,RETRY_NOW,172.45,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
155.07,Credit Card,Axis,bank_timeout,28,1,801,1,0,0,1,0.74253356,RETRY_NOW,113.14,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1169.07,Netbanking,SBI,insufficient_funds,31,1,356,1,0,0,0,0.7423211,RETRY_SCHEDULED,865.83,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1034.24,UPI,IDFC,insufficient_funds,2,2,661,1,0,0,1,0.74220335,RETRY_SCHEDULED,765.62,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
467.27,Netbanking,Axis,network_error,20,3,871,0,0,1,1,0.74195665,RETRY_NOW,344.69,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
345.25,Wallet,SBI,insufficient_funds,5,0,30,1,0,0,0,0.74057984,RETRY_SCHEDULED,253.69,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1510.48,Credit Card,Yes Bank,bank_timeout,25,1,297,0,0,0,1,0.74034953,RETRY_NOW,1116.28,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1278.34,Wallet,ICICI,otp_failure,4,2,899,1,0,0,1,0.7400796,RETRY_NOW,944.07,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
442.87,UPI,Axis,bank_timeout,5,0,586,1,0,0,1,0.7399597,RETRY_NOW,325.71,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
263.47,Credit Card,IDFC,bank_timeout,3,0,772,1,0,0,1,0.73967904,RETRY_NOW,192.88,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1473.93,Netbanking,SBI,bank_timeout,17,0,30,0,0,0,1,0.73942477,RETRY_NOW,1087.86,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1872.68,Wallet,IDFC,bank_timeout,26,2,761,0,0,0,1,0.73898387,RETRY_NOW,1381.88,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
179.74,Wallet,ICICI,network_error,28,2,203,1,0,0,1,0.7386339,RETRY_NOW,130.76,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
188.79,UPI,Kotak,bank_timeout,29,1,341,1,0,0,1,0.7384735,RETRY_NOW,137.42,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1784.18,UPI,SBI,bank_timeout,5,0,412,1,0,0,1,0.73722494,RETRY_NOW,1313.34,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
144.44,Credit Card,PNB,bank_timeout,17,1,847,0,0,0,0,0.7354657,RETRY_NOW,104.23,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1636.25,Credit Card,Axis,bank_timeout,29,1,220,1,0,0,0,0.73511106,RETRY_NOW,1200.83,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1338.83,Wallet,SBI,insufficient_funds,28,2,520,1,0,0,0,0.7349472,RETRY_SCHEDULED,981.97,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
295.92,Netbanking,ICICI,bank_timeout,25,1,125,0,0,0,0,0.734079,RETRY_NOW,215.23,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
414.14,Wallet,SBI,bank_timeout,10,1,894,0,0,0,0,0.73404604,RETRY_NOW,302.0,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1615.82,Netbanking,IDFC,otp_failure,1,1,799,1,0,0,0,0.73365664,RETRY_NOW,1183.46,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
977.56,Debit Card,Kotak,insufficient_funds,28,2,267,1,0,0,1,0.73362744,RETRY_SCHEDULED,715.16,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
283.6,Credit Card,Axis,otp_failure,24,2,564,0,0,0,0,0.7335231,RETRY_NOW,206.03,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
330.89,Debit Card,ICICI,insufficient_funds,29,1,479,1,0,0,1,0.7332405,RETRY_SCHEDULED,240.62,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
796.83,UPI,SBI,bank_timeout,23,0,248,0,0,0,1,0.7331222,RETRY_NOW,582.17,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
467.96,Netbanking,Axis,network_error,24,3,376,0,0,1,1,0.733068,RETRY_NOW,341.05,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
10046.46,Wallet,Kotak,otp_failure,30,2,557,1,0,0,0,0.7321267,RETRY_NOW,7353.28,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
351.2,Credit Card,Axis,insufficient_funds,1,1,692,1,0,0,0,0.7320571,RETRY_SCHEDULED,255.1,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
235.62,Wallet,HDFC,otp_failure,24,1,529,0,0,0,1,0.7317697,RETRY_NOW,170.42,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
62.31,Credit Card,Axis,bank_timeout,29,2,56,1,0,0,0,0.7305079,RETRY_NOW,43.52,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
2496.26,Credit Card,Kotak,otp_failure,16,1,603,0,0,0,0,0.72965276,RETRY_NOW,1819.4,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1806.56,Credit Card,ICICI,bank_timeout,3,1,298,1,0,0,1,0.7296023,RETRY_NOW,1316.07,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1470.22,Debit Card,IDFC,insufficient_funds,2,2,385,1,0,0,0,0.72956717,RETRY_SCHEDULED,1070.62,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1971.13,Credit Card,ICICI,bank_timeout,3,1,166,1,0,0,1,0.72881764,RETRY_NOW,1434.59,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
831.48,Credit Card,ICICI,insufficient_funds,5,0,871,1,0,0,1,0.72864413,RETRY_SCHEDULED,603.85,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
577.53,Debit Card,HDFC,insufficient_funds,28,3,762,1,0,1,1,0.7280312,RETRY_SCHEDULED,418.46,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
135.07,Credit Card,HDFC,network_error,28,0,111,1,0,0,1,0.7279791,RETRY_NOW,96.33,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
416.91,Wallet,Kotak,bank_timeout,18,1,30,0,0,0,1,0.7276555,RETRY_NOW,301.37,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
451.01,Debit Card,ICICI,network_error,17,0,163,0,0,0,1,0.7273846,RETRY_NOW,326.06,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1301.66,Wallet,Yes Bank,bank_timeout,9,1,889,0,0,0,1,0.72603184,RETRY_NOW,943.05,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
807.48,UPI,Yes Bank,bank_timeout,7,2,133,0,0,0,1,0.72569567,RETRY_NOW,583.98,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
124.45,Credit Card,HDFC,otp_failure,3,1,460,1,0,0,0,0.72529787,RETRY_NOW,88.26,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
243.7,Netbanking,HDFC,insufficient_funds,2,1,247,1,0,0,0,0.72443134,RETRY_SCHEDULED,174.54,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
4419.51,Netbanking,IDFC,bank_timeout,28,0,206,1,0,0,1,0.7236637,RETRY_NOW,3196.24,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
4520.85,Wallet,Axis,bank_timeout,14,2,142,0,0,0,1,0.7234731,RETRY_NOW,3268.71,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
667.55,UPI,ICICI,insufficient_funds,5,0,89,1,0,0,1,0.7233721,RETRY_SCHEDULED,480.89,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
2019.34,UPI,IDFC,insufficient_funds,3,0,310,1,0,0,1,0.72285503,RETRY_SCHEDULED,1457.69,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
403.28,Wallet,PNB,network_error,26,3,434,0,0,1,1,0.72241,RETRY_NOW,289.33,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
277.57,Wallet,PNB,insufficient_funds,29,1,145,1,0,0,1,0.72189057,RETRY_SCHEDULED,198.38,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
256.45,Debit Card,HDFC,bank_timeout,6,1,439,0,0,0,1,0.7211708,RETRY_NOW,182.94,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
533.65,UPI,SBI,bank_timeout,27,0,535,0,0,0,1,0.72103554,RETRY_NOW,382.78,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
317.53,UPI,PNB,insufficient_funds,1,1,608,1,0,0,1,0.72096425,RETRY_SCHEDULED,226.93,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
814.59,Wallet,Axis,bank_timeout,13,4,68,0,0,1,0,0.720332,RETRY_NOW,584.78,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
245.22,Credit Card,HDFC,bank_timeout,6,1,528,0,0,0,1,0.72030854,RETRY_NOW,174.63,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
3657.0,Netbanking,Yes Bank,network_error,20,3,695,0,0,1,1,0.71975565,RETRY_NOW,2630.15,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
265.62,Debit Card,ICICI,bank_timeout,28,1,785,1,0,0,0,0.7197303,RETRY_NOW,189.17,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
664.64,Wallet,Kotak,network_error,6,0,256,0,0,0,1,0.719705,RETRY_NOW,476.34,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
327.99,Netbanking,SBI,bank_timeout,26,0,346,0,0,0,1,0.7196719,RETRY_NOW,234.05,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
2739.19,Credit Card,SBI,bank_timeout,26,0,471,0,0,0,1,0.71948844,RETRY_NOW,1968.82,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
166.73,UPI,HDFC,otp_failure,10,0,457,0,0,0,1,0.7192811,RETRY_NOW,117.93,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
644.54,Credit Card,SBI,network_error,8,3,367,0,0,1,1,0.7191925,RETRY_NOW,461.55,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
403.33,Wallet,ICICI,bank_timeout,2,1,491,1,0,0,1,0.71914417,RETRY_NOW,288.05,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
2486.67,Netbanking,SBI,otp_failure,10,2,861,0,0,0,0,0.7185426,RETRY_NOW,1784.78,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1320.36,Debit Card,Yes Bank,bank_timeout,4,1,568,1,0,0,1,0.7182314,RETRY_NOW,946.32,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
680.9,Credit Card,Kotak,otp_failure,21,1,666,0,0,0,0,0.71685934,RETRY_NOW,486.11,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
955.01,Debit Card,PNB,insufficient_funds,2,0,148,1,0,0,1,0.7162556,RETRY_SCHEDULED,682.03,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
243.49,Wallet,ICICI,insufficient_funds,3,1,297,1,0,0,1,0.715513,RETRY_SCHEDULED,172.22,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
6447.51,Wallet,ICICI,network_error,16,1,455,0,0,0,1,0.71514064,RETRY_NOW,4608.88,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
496.86,Credit Card,Axis,otp_failure,24,1,509,0,0,0,0,0.7143899,RETRY_NOW,352.95,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
528.59,Netbanking,PNB,otp_failure,13,1,820,0,0,0,1,0.7142071,RETRY_NOW,375.52,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1364.78,Credit Card,IDFC,insufficient_funds,29,2,546,1,0,0,1,0.7141655,RETRY_SCHEDULED,972.68,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
420.97,Credit Card,SBI,bank_timeout,23,0,305,0,0,0,1,0.71405566,RETRY_NOW,298.6,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1060.2,Wallet,ICICI,insufficient_funds,2,0,508,1,0,0,1,0.7137431,RETRY_SCHEDULED,754.71,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
522.71,UPI,Yes Bank,bank_timeout,19,2,614,0,0,0,1,0.7133167,RETRY_NOW,370.86,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
109.42,Credit Card,Yes Bank,insufficient_funds,30,1,22,1,0,0,1,0.7130734,RETRY_SCHEDULED,76.02,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
214.46,Wallet,Kotak,bank_timeout,12,1,245,0,0,0,0,0.7123727,RETRY_NOW,150.78,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
2547.1,UPI,SBI,otp_failure,8,1,283,0,0,0,1,0.7120288,RETRY_NOW,1811.61,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
121.5,Credit Card,Kotak,otp_failure,24,1,416,0,0,0,1,0.71196836,RETRY_NOW,84.5,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
823.94,UPI,Yes Bank,bank_timeout,4,2,89,1,0,0,1,0.7118705,RETRY_NOW,584.54,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1816.0,UPI,ICICI,insufficient_funds,2,2,392,1,0,0,1,0.71151614,RETRY_SCHEDULED,1290.11,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1395.11,Credit Card,Kotak,otp_failure,21,1,670,0,0,0,0,0.7105656,RETRY_NOW,989.32,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
238.79,Credit Card,Yes Bank,insufficient_funds,29,1,429,1,0,0,1,0.7103013,RETRY_SCHEDULED,167.61,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
2001.71,UPI,PNB,bank_timeout,2,1,263,1,0,0,1,0.71002364,RETRY_NOW,1419.26,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
419.58,Credit Card,ICICI,insufficient_funds,29,2,743,1,0,0,0,0.709952,RETRY_SCHEDULED,295.88,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1683.94,Credit Card,Yes Bank,insufficient_funds,5,1,654,1,0,0,1,0.70956093,RETRY_SCHEDULED,1192.86,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
367.71,Debit Card,IDFC,network_error,23,3,208,0,0,1,1,0.70924115,RETRY_NOW,258.8,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
2483.27,UPI,IDFC,otp_failure,27,1,699,0,0,0,1,0.7088184,RETRY_NOW,1758.19,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
4313.98,Netbanking,Kotak,insufficient_funds,24,1,856,0,0,0,0,0.7087843,RETRY_SCHEDULED,3055.68,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
159.96,Credit Card,Kotak,insufficient_funds,1,0,255,1,0,0,1,0.70822734,RETRY_SCHEDULED,111.29,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
591.34,Netbanking,Kotak,insufficient_funds,1,1,750,1,0,0,1,0.70769256,RETRY_SCHEDULED,416.49,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
377.7,Wallet,Kotak,bank_timeout,17,0,251,0,0,0,0,0.70738494,RETRY_NOW,265.18,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
760.13,Credit Card,HDFC,otp_failure,31,1,331,1,0,0,1,0.7070288,RETRY_NOW,535.43,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
806.11,UPI,Axis,otp_failure,31,2,757,1,0,0,0,0.706979,RETRY_NOW,567.9,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
133.26,UPI,PNB,bank_timeout,29,0,673,1,0,0,1,0.7039568,RETRY_NOW,91.81,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
583.5,Credit Card,PNB,insufficient_funds,3,1,490,1,0,0,1,0.7032801,RETRY_SCHEDULED,408.36,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1173.63,Debit Card,Kotak,insufficient_funds,5,1,324,1,0,0,0,0.70316714,RETRY_SCHEDULED,823.26,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1775.55,Credit Card,ICICI,insufficient_funds,29,2,343,1,0,0,1,0.7031036,RETRY_SCHEDULED,1246.4,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
241.67,UPI,IDFC,otp_failure,16,0,419,0,0,0,1,0.7029419,RETRY_NOW,167.88,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
455.33,Wallet,PNB,bank_timeout,13,2,116,0,0,0,1,0.70204324,RETRY_NOW,317.66,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
12537.18,Wallet,ICICI,network_error,12,1,814,0,0,0,1,0.70084417,RETRY_NOW,8784.61,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
33.12,Wallet,Kotak,insufficient_funds,4,2,545,1,0,0,1,0.70080096,RETRY_SCHEDULED,21.21,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
4435.03,UPI,SBI,network_error,18,2,15,0,0,0,1,0.7000362,RETRY_NOW,3102.68,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
269.11,Netbanking,HDFC,otp_failure,20,0,770,0,0,0,1,0.6999855,RETRY_NOW,186.37,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
263.83,Wallet,Yes Bank,bank_timeout,19,0,286,0,0,0,1,0.6994189,RETRY_NOW,182.53,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
343.73,UPI,ICICI,insufficient_funds,29,1,147,1,0,0,0,0.6992903,RETRY_SCHEDULED,238.37,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
